result,elapsed_ns
SUCCESS,12700
SUCCESS,12700
SUCCESS,16901
SUCCESS,13001
SUCCESS,12700
SUCCESS,12999
SUCCESS,13001
SUCCESS,12900
SUCCESS,13000
SUCCESS,12600
SUCCESS,23300
SUCCESS,22200
SUCCESS,18999
SUCCESS,20100
SUCCESS,19300
SUCCESS,18100
SUCCESS,20599
SUCCESS,19000
SUCCESS,17900
SUCCESS,17500
SUCCESS,18900
SUCCESS,18100
SUCCESS,17500
SUCCESS,17900
SUCCESS,18101
SUCCESS,17801
SUCCESS,23000
SUCCESS,16300
SUCCESS,12800
SUCCESS,12400
SUCCESS,12400
SUCCESS,12600
SUCCESS,12900
SUCCESS,13001
SUCCESS,12500
SUCCESS,12400
SUCCESS,13400
SUCCESS,24600
SUCCESS,20899
SUCCESS,18300
SUCCESS,19001
SUCCESS,18099
SUCCESS,21300
SUCCESS,17999
SUCCESS,18200
SUCCESS,17700
SUCCESS,18201
SUCCESS,18800
SUCCESS,18100
SUCCESS,17800
SUCCESS,18100
SUCCESS,18100
SUCCESS,17900
SUCCESS,18500
SUCCESS,18400
SUCCESS,17599
SUCCESS,17700
SUCCESS,18200
SUCCESS,18000
SUCCESS,21700
SUCCESS,18400
SUCCESS,18599
SUCCESS,17700
SUCCESS,18501
SUCCESS,20800
SUCCESS,18001
SUCCESS,17801
SUCCESS,17900
SUCCESS,18799
SUCCESS,17599
SUCCESS,17700
SUCCESS,18900
SUCCESS,18101
SUCCESS,17700
SUCCESS,17699
SUCCESS,18099
SUCCESS,17800
SUCCESS,17301
SUCCESS,17499
SUCCESS,18099
SUCCESS,17700
SUCCESS,18201
SUCCESS,18100
SUCCESS,18000
SUCCESS,17500
SUCCESS,17301
SUCCESS,21500
SUCCESS,17901
SUCCESS,18500
SUCCESS,17900
SUCCESS,19900
SUCCESS,18300
SUCCESS,18101
SUCCESS,17801
SUCCESS,17400
SUCCESS,17900
SUCCESS,18100
SUCCESS,17801
SUCCESS,17600
SUCCESS,17700
SUCCESS,18600
SUCCESS,17700
SUCCESS,17700
SUCCESS,17600
SUCCESS,22001
SUCCESS,23801
SUCCESS,17900
SUCCESS,17801
SUCCESS,17600
SUCCESS,18500
SUCCESS,18300
SUCCESS,20300
SUCCESS,18099
SUCCESS,18300
SUCCESS,18100
SUCCESS,17900
SUCCESS,18001
SUCCESS,18499
SUCCESS,17600
SUCCESS,17500
SUCCESS,18499
SUCCESS,18100
SUCCESS,17499
SUCCESS,17400
SUCCESS,17699
SUCCESS,17600
SUCCESS,18199
SUCCESS,17300
SUCCESS,17900
SUCCESS,17301
SUCCESS,17401
SUCCESS,21301
SUCCESS,18100
SUCCESS,18499
SUCCESS,17600
SUCCESS,17900
SUCCESS,17300
SUCCESS,17500
SUCCESS,17599
SUCCESS,18000
SUCCESS,17401
SUCCESS,18299
SUCCESS,18200
SUCCESS,17800
SUCCESS,17400
SUCCESS,17500
SUCCESS,18300
SUCCESS,17801
SUCCESS,17300
SUCCESS,17700
SUCCESS,17800
SUCCESS,17700
SUCCESS,17700
SUCCESS,20300
SUCCESS,17999
SUCCESS,17800
SUCCESS,17900
SUCCESS,18500
SUCCESS,17700
SUCCESS,17500
SUCCESS,17699
SUCCESS,18600
SUCCESS,17900
SUCCESS,17501
SUCCESS,18400
SUCCESS,17600
SUCCESS,20399
SUCCESS,18500
SUCCESS,17800
SUCCESS,17500
SUCCESS,17700
SUCCESS,17900
SUCCESS,17700
SUCCESS,17501
SUCCESS,18200
SUCCESS,21101
SUCCESS,17500
SUCCESS,17701
SUCCESS,17900
SUCCESS,18001
SUCCESS,18200
SUCCESS,17701
SUCCESS,18799
SUCCESS,17700
SUCCESS,17700
SUCCESS,18400
SUCCESS,18000
SUCCESS,17999
SUCCESS,17700
SUCCESS,18200
SUCCESS,18001
SUCCESS,17601
SUCCESS,17900
SUCCESS,18200
SUCCESS,17599
SUCCESS,17400
SUCCESS,18600
SUCCESS,17900
SUCCESS,17799
SUCCESS,17300
SUCCESS,17801
SUCCESS,17400
SUCCESS,19200
