result,elapsed_ns
SUCCESS,16700
SUCCESS,20300
SUCCESS,16500
SUCCESS,16300
SUCCESS,16600
SUCCESS,19100
SUCCESS,16400
SUCCESS,23100
SUCCESS,17200
SUCCESS,16599
SUCCESS,16299
SUCCESS,16400
SUCCESS,16800
SUCCESS,17200
SUCCESS,18900
SUCCESS,16800
SUCCESS,16800
SUCCESS,18099
SUCCESS,16500
SUCCESS,18500
SUCCESS,17000
SUCCESS,16500
SUCCESS,16401
SUCCESS,17000
SUCCESS,16500
SUCCESS,23000
SUCCESS,16800
SUCCESS,24100
SUCCESS,16700
SUCCESS,16500
SUCCESS,17101
SUCCESS,16600
SUCCESS,16399
SUCCESS,16400
SUCCESS,17001
SUCCESS,16700
SUCCESS,16401
SUCCESS,16800
SUCCESS,16899
SUCCESS,16500
SUCCESS,18700
SUCCESS,16800
SUCCESS,16800
SUCCESS,22801
SUCCESS,16300
SUCCESS,16801
SUCCESS,16501
SUCCESS,16599
SUCCESS,16600
SUCCESS,17000
SUCCESS,16600
SUCCESS,16401
SUCCESS,16500
SUCCESS,19100
SUCCESS,17200
SUCCESS,20400
SUCCESS,24000
SUCCESS,22600
SUCCESS,17300
SUCCESS,17200
SUCCESS,16700
SUCCESS,25700
SUCCESS,17099
SUCCESS,16700
SUCCESS,16701
SUCCESS,16401
SUCCESS,16901
SUCCESS,19299
SUCCESS,16700
SUCCESS,16400
SUCCESS,17000
SUCCESS,16500
SUCCESS,16500
SUCCESS,16500
SUCCESS,17000
SUCCESS,16500
SUCCESS,16399
SUCCESS,18700
SUCCESS,16899
SUCCESS,23200
SUCCESS,18900
SUCCESS,16999
SUCCESS,16600
SUCCESS,16299
SUCCESS,16500
SUCCESS,17301
SUCCESS,16500
SUCCESS,16901
SUCCESS,16401
SUCCESS,17200
SUCCESS,16500
SUCCESS,16401
SUCCESS,16700
SUCCESS,19100
SUCCESS,16500
SUCCESS,16300
SUCCESS,16501
SUCCESS,23400
SUCCESS,16800
SUCCESS,16399
SUCCESS,17000
SUCCESS,16600
SUCCESS,16500
SUCCESS,16500
SUCCESS,16799
SUCCESS,16500
SUCCESS,18900
SUCCESS,16800
SUCCESS,16700
SUCCESS,18100
SUCCESS,16600
SUCCESS,16800
SUCCESS,16700
SUCCESS,16600
SUCCESS,16299
SUCCESS,23800
SUCCESS,16601
SUCCESS,17800
SUCCESS,16899
SUCCESS,19100
SUCCESS,16500
SUCCESS,16299
SUCCESS,16800
SUCCESS,16800
SUCCESS,16499
SUCCESS,16300
SUCCESS,16700
SUCCESS,16800
SUCCESS,17800
SUCCESS,17501
SUCCESS,17000
SUCCESS,16701
SUCCESS,18600
SUCCESS,35000
SUCCESS,19100
SUCCESS,20599
SUCCESS,18100
SUCCESS,16700
SUCCESS,16401
SUCCESS,17499
SUCCESS,17200
SUCCESS,16501
SUCCESS,16500
SUCCESS,16500
SUCCESS,16900
SUCCESS,19300
SUCCESS,16601
SUCCESS,18501
SUCCESS,16900
SUCCESS,16500
SUCCESS,16501
SUCCESS,23900
SUCCESS,16699
SUCCESS,16400
SUCCESS,16401
SUCCESS,16900
SUCCESS,16600
SUCCESS,16400
SUCCESS,19499
SUCCESS,25900
SUCCESS,31100
SUCCESS,32400
SUCCESS,20800
SUCCESS,26800
SUCCESS,42401
SUCCESS,59800
SUCCESS,125200
SUCCESS,31200
SUCCESS,20001
SUCCESS,83600
SUCCESS,39601
SUCCESS,33601
SUCCESS,18600
SUCCESS,42300
SUCCESS,61600
SUCCESS,47000
SUCCESS,35500
SUCCESS,82900
SUCCESS,98900
SUCCESS,43800
SUCCESS,35000
SUCCESS,31800
SUCCESS,32300
SUCCESS,30899
SUCCESS,37101
SUCCESS,28499
SUCCESS,27500
SUCCESS,46300
SUCCESS,28300
SUCCESS,26600
SUCCESS,27100
SUCCESS,25800
SUCCESS,27100
SUCCESS,26800
SUCCESS,32901
SUCCESS,69200
SUCCESS,36101
SUCCESS,17900
SUCCESS,20000
SUCCESS,20801
SUCCESS,18600
SUCCESS,17700
SUCCESS,23499
SUCCESS,26799
SUCCESS,27301
SUCCESS,50500
SUCCESS,32500
SUCCESS,29199
SUCCESS,26100
SUCCESS,30699
SUCCESS,18199
SUCCESS,21300
SUCCESS,17500
SUCCESS,21800
SUCCESS,17099
SUCCESS,17100
SUCCESS,17000
SUCCESS,17499
SUCCESS,17400
SUCCESS,16999
SUCCESS,30300
SUCCESS,17900
SUCCESS,17200
SUCCESS,42401
SUCCESS,25500
SUCCESS,36799
SUCCESS,24001
SUCCESS,17499
SUCCESS,17899
SUCCESS,17200
SUCCESS,23001
SUCCESS,33800
SUCCESS,37201
SUCCESS,18799
SUCCESS,17200
SUCCESS,16599
SUCCESS,16900
SUCCESS,20700
SUCCESS,43700
SUCCESS,24099
SUCCESS,17500
SUCCESS,25600
SUCCESS,17600
SUCCESS,17001
SUCCESS,16800
SUCCESS,17301
SUCCESS,17100
SUCCESS,16800
SUCCESS,18200
SUCCESS,37100
SUCCESS,24400
SUCCESS,31000
SUCCESS,33600
SUCCESS,29900
SUCCESS,30100
SUCCESS,21201
SUCCESS,17901
SUCCESS,17099
SUCCESS,16800
SUCCESS,25400
SUCCESS,17400
SUCCESS,21999
SUCCESS,28799
SUCCESS,20800
SUCCESS,17100
SUCCESS,17400
SUCCESS,16799
SUCCESS,16599
SUCCESS,32799
SUCCESS,29001
SUCCESS,33300
SUCCESS,21201
SUCCESS,17200
SUCCESS,26400
SUCCESS,32500
SUCCESS,32901
SUCCESS,31000
SUCCESS,28100
SUCCESS,17499
SUCCESS,16900
SUCCESS,28200
SUCCESS,23301
SUCCESS,17400
SUCCESS,17100
SUCCESS,17200
SUCCESS,29699
SUCCESS,37500
SUCCESS,38000
SUCCESS,33099
SUCCESS,30800
SUCCESS,57000
SUCCESS,45500
SUCCESS,24800
SUCCESS,29900
SUCCESS,28200
SUCCESS,45000
SUCCESS,21801
SUCCESS,18101
SUCCESS,16899
SUCCESS,17200
SUCCESS,17301
SUCCESS,17100
SUCCESS,18300
SUCCESS,33601
SUCCESS,21400
SUCCESS,17301
SUCCESS,31700
SUCCESS,35400
SUCCESS,32800
SUCCESS,30500
SUCCESS,21600
SUCCESS,23500
SUCCESS,34400
SUCCESS,42100
SUCCESS,49700
SUCCESS,32000
SUCCESS,28801
SUCCESS,29600
SUCCESS,33900
SUCCESS,27099
SUCCESS,34700
SUCCESS,21301
SUCCESS,17599
SUCCESS,34600
SUCCESS,17300
